review,sentiment
"So, Steve Irwin. You have to admire a man who is not only willing to throw himself into a river that clearly is filled with crocs, snakes, lizards, tons of poop from the aforementioned reptiles, and mud, not only daily, but with enthusiasm. He was never able to make ME want to do it, but he managed to make his wife come close.<br /><br />This movie does not fall into my parallel universe of film category - the films for people who just had their teeth drilled, have a migraine, or have no film experience and therefore like quiet mediocrity (currently well populated by Disney films). It's too noisy. Well, Steve is too noisy. He's just so happy all the time, and would cut right through the blasé' teenager (I can hear it now: ""that movie was so STUPID"") or the Tylenol with codeine. I'd say his enthusiasm is catching, but if it was, I would own a room full of snakes, and that hasn't happened yet. I agreed they're beauties, but I'm still not going to pet them.<br /><br />Plot was indeed predictable. Bad guys were so bad, for a minute there I thought I was shopping at a consumer electronic superstore. But the movie was filled with animals, and Steve and Terri, which is why I watched it. That plot (if you could call it that) was really more of a reason to throw yet another croc in a truck. My expectations were low and stayed that way.<br /><br />I was hoping, though, that there would be a bit of a sequel, where Steve and Terri (having worked on their acting skills) have a movie with a real plot and more animals with fur. I still can't believe we won't see Steve anymore. I hope that Terri and the children continue to be involved in the Australia Zoo and the discovery channel, at least. I can't imagine seeing a crocodile without having some member of the Irwin family telling me forcefully how wonderful that croc is. Crikey!",negative
"This 1974 Naschy outing is directed by Leon Klimovsky, and a cursory glance at the publicity photos and packaging might lead you to believe that this medieval romp lies somewhere between ""Inquisition"" and ""Sadomania"". Sadly not.<br /><br />This is a strictly PG affair with tame torture sequences, no nudity and little edge at all. Naschy (of whom I am a fan) struts his stuff as Gilles de Lancre, ""antiguo Mariscal de la nacion"". Sadly he is more pantomime villain than anything else. One gets the feeling with this film that we have seen him (and it) done all before. Strictly therefore for Naschy completest only.",negative
"First, what is really great about this movie: <br /><br />- Ryan Reynolds, great acting! There are very few actors I really like and for now he is one of them. He has an amazing skill to impersonate characters. <br /><br />- The soundtrack! Very good music played at the right time. <br /><br />- The idea of a nine lost in his own world, incapable of leaving. <br /><br />Still, I give it only a 3 out of 10 for certain flaws: <br /><br />- Horrible second part. It seems that the director was very eager to make something new, but despite of the efforts it was really boring <br /><br />- Very annoying character Melissa. I couldn't stand the scenes with her - i.e. it was constantly annoying. She represents everything that is wrong with American woman. <br /><br />- Terrible explanation of the numbers. The director was so busy with character development, that he completely missed the point of a good story.. excuse me koalas? brr... terrible!<br /><br />This movie had great potential. The filming is nicely done, the music is really good, but nothing more.<br /><br />See it only if you are a fan of Ryan Reynolds, or have a lot of time to spare.",negative
"Of course the plot, script, and, especially casting are strong in the film. So many fine things to see. One aspect I liked especially is the idea of the antagonist--Luzhini's (Turturro's)--ex-mentor working his evil on the sidelines. His chess opponent--an Italian dandy in three piece and cane--turns out to be a real gent, and a truly fine chess player. To his credit the ""opponent"" nobly goes along with the plan at the end to complete the final game for the championship posthumously (Luzhin has taken a flyer out a window--sad, but so releasing to him)by way of the unstable genius' widow (Emily Watson.) In death, then, because of the gallantry of an honorable chess master, Luzhin's defence (which he worked out in a late moment of lucidity) is allowed to be played. The Italian gent commends the play and calls it brilliant. Talk about a dramatic ""end game!""",positive
On a routine mission in Iraq a group of Delta soldiers recover a computer hard drive from an Alqueda training camp detailing the location of weapons specialist Dr Walsh. After witnessing the termination of his top secret weapons development program Dr Walsh finds an alternative funding source and sets up a new research facility deep in the notorious Belzan forest in Chechnya where he is developing weapons and selling them to Chechnyan rebels.The team of Deltas is sent on a black ops mission to retrieve the doctor and his technology before the Russians find him and his lab.What the Delta team soon discover is that the doctors latest weapons is a flock of large carnivorous bats that have been genetically altered to develop a taste for human flesh. I found this movie to be much better than what I was expecting.There is lots of action and lots of blood. Its more or less what you would expect from a creature feature. The acting isn't great but its passable. I have certainly seen worse.Overall its an enjoyable movie for what it is. A good popcorn movie.,positive
"Blonde and Blonder has Pamela Anderson and Denise Richards in almost every scene and if you want more from a movie you're being utterly unreasonable. It feels like a late era Carry On, when the series was no longer blazing trails, but was still more funny than not, think Behind or England and you won't be too far off the mark. Pamela and Denise are bubbly, charming and clearly aware this isn't a masterpiece they're making, although you can give me it over lots of things I'm told to like. The supporting cast are energetic, even if some of them aren't particularly good; I can't see a couple of duff turns in a movie that's already practically forgotten making much difference to anything, so just smile. I really do think Blonde and Blonder is ace and I hope you hate me for it.",positive
"Neatly skipping over everything from the coup in Cuba to his undercover entry into Bolivia, part two of Soderbergh's portrayal of Che Guevara is that of the tragic hero. As with Che  Part One, this rather rambling guerrilla warfare escapade through the colourful mountains of Bolivia is probably destined to disappoint more people than it will satisfy, so why was the film (and particularly Benicio Del Toro's performance) so loudly praised at Cannes?<br /><br />James Rocchi, for instance, called it, a work of art that's, ""not just the story of a revolutionary,"" but, ""a revolution in and of itself."" The Guardian's Peter Bradshaw called it a ""flawed masterpiece."" I return to my original contention for Part One  that the value lies particularly in depiction of a hero figure. And in an age when there is a surfeit of poor hero role-models, could it not be salutary to see a strongly honourable one, even if stripped of some of the less endearing episodes of his life? This is the psychological hero enshrined by the great Scottish essayist, Thomas Carlyle, in his seminal book, Heroes and Hero Worship. Heroes can be real or imaginary (or somewhere in-between). But should genuinely inspire us to higher goals, a higher purpose. Compare this with the unrealistic 'heroes' of standard Western storytelling: where a person undergoes trials and tribulations before obtaining a barely-believable reward  usually everlasting love or material wealth  as if by divine studio intervention. Real heroes have an excess of moral courage  not Lost Ark dare-devilishness or James Bond super-toys. They rise, and empower others to rise, to be the best that they can be. In Part One, Che succeeds. In Part Two, he fails. It is not for want of moral courage but since a) not all good plans can succeed and b) being human, mistakes are inevitable.<br /><br />Guevara's intellectual clarity is flawed when he equates conditions that justify armed struggle with conditions that make that armed struggle able to succeed. It is a serious miscalculation.<br /><br />High in the mountains from La Paz, the colours are breathtaking. There is an air of mise-en-scene authenticity that was occasionally lacking in Che - Part One (The U.S. would not allow Soderbergh to film in Cuba.) Visual treats are heightened by maximising natural light and the extreme flexibility and realism offered with groundbreaking RED cameras. This is a high performance digital cine camera with the quality of 35mm film and the convenience of pure digital. Designed for flexibility and functionality, the package weighs a mere 9 lbs. ""Shooting with RED is like hearing the Beatles for the first time,"" says Soderbergh. ""RED sees the way I see . . . so organic, so beautifully attuned to that most natural of phenomena  light."" If Che had stopped with the successful Cuban revolution it would have enshrouded him with an almost mystical invincibility. That he fails in Bolivia shows not only that he has human limitations but that it is his moral virtues that are remembered, not the political triumph. Critics will say  and with some justification - that his armed struggle inspired much less noble characters to achieve tin-pot dictatorships. His development of guerrilla fighting tactics are not good or bad in themselves (and have since been used for both).<br /><br />But for all its praiseworthiness, the film often seems to lack dramatic and narrative tension. We stumble from one escapade to another, knowing that he will eventually meet his death. I found myself glancing at my watch and thinking it could have been shorter. But the work that has gone into this  interviews with people from all sides and even getting one of Guevara's ex-comrades to coach actors on the minutiae of the Bolivian operations  make the film a commendable achievement. It might not be top-flight entertainment, but it demonstrates integrity in documenting a significant slice of history.<br /><br />There is also another very important point in the Che 'hero' figure here. It's about failure. That if you try your utmost, even if you fail, your effort will not have been in vain because it may give others hope and moral courage. One could cynically call it a 'martyr' complex, and it is found, of course, in many religious figures as well. But Che does not 'sacrifice' himself. He does what he does best, to the best of his not inconsiderate ability, and so provides an example. Success or failure in any particular instance become mere details.<br /><br />With the U.S.'s longstanding and illegal blockade of Cuba (all in the name of 'freedom'), I am tempted to write that Che Parts 1 & 2 are too good to be wasted on the U.S. But that would be to invite a contention that the film has sought so earnestly to avoid. One must hope that many viewers will have the skill to view Che without politics and the bias that inevitably engenders. Whatever its faults, it rehabilitates Soderbergh from the populist nonsense of Oceans 11.<br /><br />But if you haven't heard of Che Guevara or seen Part One, or if you can't get past the phrase 'murderous Marxist' without frothing at the mouth, I might struggle to imagine what you would get from this film. The same can be said for many who have, and can.",positive
"One of my favorite movies. Great cast, lead by Jonathan Silverman and Blythe Danner. Serious drama situations with brilliant comedic punches. An exact mixture of character and story. Real people with real problems, and everyone has a different relationship with each family member. Sensitively moves from slightly-sad to hilariously-funny. Read the quotes. This is the best adaptation of a Neil Simon play.<br /><br />If you wanna see more of Eugene check Biloxi Blues (starring Matthew Broderick who played in both stage versions) is OK, a bit on a darker side. Get away from the made-for-TV Broadway Bound.",positive
"THE FALCON AND THE SNOWMAN is a superb example of an anti-80s film. While many other films of the decade in general lacked substance, this film is pure substance. There's nothing stylish or fake or superfluous about it. It boasts two superb performances: Timothy Hutton and Sean Penn as lifelong friends Christopher Boyce and Daulton Lee, respectively. Hutton, Penn, and Tom Cruise were a triumvirate of early 80s actors who all looked headed to much bigger and better things (all 3 starred in TAPS). While Penn and Cruise's popularity soared, Hutton has been largely forgotten about, and that's a shame. Actually, Hutton is the first of the 3 to win an Oscar for supporting role in ORDINARY PEOPLE in 1980, but I think his performance in this movie is even more outstanding.<br /><br />Hutton really captures the post-Vietnam war rebelliousness in his character Chris Boyce. A failed seminary school student, Chris has a love-hate relationship with his father, well played by the great character actor Pat Hingle. The scene where Chris quotes the poem his father thought he'd long forgotten is a particularly powerful one.<br /><br />Chris gets job at Dept. of Defense and uses his hatred of U.S. gov't and its foreign policy to sell seemingly useless plans of old projects to the Soviets. He gets his buddy Daulton, a hyper drug-dealing self-server, in on it to be the courier of the project plans on microfilm. While Chris is doing it based on his beliefs, Daulton is doing it strictly for the money. The Soviet liaison is excellently played by David Suchet. Penn and Suchet have a real quirky chemistry and it's a kind of funny set of exchanges between them. But, make no mistake, this film is anything but that. It is a serious character study about pessimism, malaise, paranoia and mistrust.<br /><br />Again, the leads make this film. Hutton delivers a brilliantly understated performance as Chris, a rather smart young man who had so much potential. Penn, as usual, does a tremendous characterization as Daulton, a pathetic loser who acts before he thinks, and most of the time doesn't think at all. The ending of this fact-based film is very saddening on several levels. A truly powerful character study.",positive
"The name (Frau) of the main character is the German word for ""Woman"". I don't know if that was intentional or not, but if sure got some giggles from the German audience at the Fantasy Film Festival last year, when it was shown.<br /><br />But those were the only giggles the movie got. Not that it was aiming for giggles, it's a horrible movie for heaven's sake! A horrible movie in more than one meaning. It's a shame that a premise like that was wasted with horrible even unbearable moments for the viewer (definetely not for the faint of Heart!!)! And it wasn't even necessary to show all the things that are shown. I'm not even going into a moral obligation (because movies don't really have that kind of task or function) discussion of what is shown here, but this is a new low on the whole ""torture movement"" that has grown in the last few years!",negative
"This is easily the most disappointing, least gratifying movie of the entire so-called blacksploitation genre, which, by the way, are films we generally enjoy a great deal in our home. Rather than being ""exploitation"" or demeaning, these films actually provide a priceless insight into an era. Well, not Bucktown.<br /><br />In this story, Duke returns to Bucktown to operate the night club left to him by his recently deceased brother. He quickly learns that the city is entirely controlled by a corrupt police force, bleeding protection money out of all the local businesses. Duke resists, and determines that he will rescue the city from the corrupt police. Unfortunately, he does so by calling in a posse of his friends (these people are vaguely explained as some former black-militants who have worked with Duke on ""jobs"" in the past) and they simply murder the entire police department in cold blood. And literally in the presence of hundreds of witnesses who do nothing to stop it. Ignorance is not a justification for murder, and it would have been much more entertaining to see the Cracker Police suffer for their actions as opposed to merely getting whacked in the street. While revenge is a ubiquitous and generally satisfying theme in films of this genre, it is a far cry from seeing Pam Grier track down the thugs who off'ed her family, cuss them out, give them a jujitsu ass-kickin' and set their 'fro on fire. That has art (and a reason for existing) and merits a level of respect that is quite undeserved by simply shooting someone in the back. Of course, in this bizarre tale, she is playing a woman completely under The Man's thumb, afraid of the Crackers who run her town and oppress her people. Indeed, her advice to Duke is, ""Run, man, they gonna kill you!""<br /><br />Following the sickening and gratuitous violence, we are expected to believe that the town's mayor wholeheartedly condones the actions of Duke and his friends, congratulating them and offering to throw a parade in their honor, as opposed to, say, calling the district attorney to press capital murder charges against them and have them taken into custody. Duke's posse declines the parade and instead opts to fill the numerous vacancies on the police force created by their recent killing spree. They immediately prove to be even more corrupt than their Cracker Police predecessors (to quote the mayor, ""They are ten times worse than what we had before!""). Now Duke finds he must again rescue the citizens of Bucktown from corrupt, protection-racket law enforcement officials and again make it safe for decent folk to operate a prostitution business in the streets. Unfortunately, Duke has already lost all moral high ground and sympathy due a hero, as he was a willing participant in the murder of the original police force. I wouldn't have cared one way or the other if he had rescued Bucktown or gotten plugged himself at this point. I suppose we are to be entertained by the clever way Duke has to outsmart the new Police Goons, but in reality the film has now just become an opera of gratuitous violence, Duke murders all of his former friends and allies in cold blood with the same absence of compassion he had when gunning down the Cracker Police. Duke is a pig.<br /><br />Finally, when everyone in town but Duke, Aretha, and the employees of the local brothel are dead and bleedin' in the street, our hero and heroine walk off into the night as though they had some admirable qualities or redeeming values; they don't. Duke is merely a murderous thug and Aretha his enabling misogynist accomplice. If you are interested in this genre of film, by all means, I highly recommend them, see Coffy, Foxy Brown, Truck Turner, Blacula, Sheba Babybut if in the process you should run across this DVD, throw it as far away as you possibly can! Drop it like it's hot! It should be treated as one would treat a glowing puddle of nuclear waste! There is no single film in the entire Blacksploitation era that is not dramatically more entertaining, satisfying and populated with more sympathetic and admirable characters than this piece of slime, obviously written by and targeted at some hormonally imbalanced high school sophomores.",negative
"The Story line for this game is very jerky where it appears the game writers have tried to find ways to justify how a character appears in certain areas of the world map in Tales of the Soul. That being said, this is the only gripe I have about the game.<br /><br />The beginning FMV is spectacular with breath taking sceneries and interesting new devices such as the ability to create and design your own character and their own Martial Arts discipline. There's even a second story mode which makes up for the awkward Story design of Tale of the Souls.<br /><br />Parts of the FMVs during Tale of the Souls is also interactive where you can decide the fate of your Character to a certain degree which is an interesting feature.<br /><br />With the many combinations of Characters you can create, the varied paths you can explore in Tales of the Souls and the Chronicle of Swords story mode, this game will keep any Beatem up/RPG fans amused for a while!",positive
"What a terrible film. It sucked. It was terrible. I don't know what to say about this film but DinoCrap, which I stole from some reviewer with a nail up his ass. AHAHAHAHAHHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAH!!!!!!!!!!!!!!!!!!! sigh.. It's not Roger Corman that I hate, it's this god-awful movie. Well, really? But what can you expect from a movie with Homoeric computer graphics. Which is another thing, the CGI sucked out loud; I hate this movie dreadfully. This is without a doubt the worst Roger Corman B-Movie, and probably the gayest B-Movie too. It's-it's--- DINOCRAP! I'm sorry, I must have offended some nerds in these moments. It's just an awful movie... 0/1,000",negative
"I wish ""that '70s show"" would come back on television. It was the greatest show ever!!! They should make episodes between the other episodes but of course that would be confusing. But I wish it would come back and make more episodes. Please come back... The show was absolutely hilarious. You couldn't laugh without seeing an episode. There is a really funny part in every episode and plus the show was so much better when Hyde and Jackie were going out with each other. Those were the best episodes. ""That '70s show is the best"".... It will be and always will be the best show ever. It was really sad when the show ended. They should make new episodes.",positive
"Nothing really unpredictable in this movie, but a solid flick in all respects. Everything from acting to cinematography was solid. Not a perfectly linear plot line, but there wasn't anything you couldn't see coming. Perhaps a tad melodramatic at points, but again, a fairly decent movie none the less. Definitely worth checking out. If in doubt of what film to rent over the weekend, give this a go. Though you may not feel like running out and buying it, I found it to be quite worth while.",positive
"This movie was one of the worst I have ever seen (not including anything by or with Pauly Shore). I couldn't believe that a film could actually be THIS bad!<br /><br />Coolio has to be the single worst actor (again, not including Pauly Shore) to ever ""star"" in a movie. The temptation to hit the STOP button during this movie was huge (in fact, if there was a THROW IN THE TRASH button on my VCR, I would have been inclined to press that).<br /><br />Do yourself a favor, and do something more interesting than watch this movie, like watching the grass grow, or watching golf on TV.",negative
"I can't add much to what has been said already, except I'm going to have to because of the 10 lines minimum policy.<br /><br />I've actually got this on a VHS-to-DVD copy, but the quality is quite poor and I desperately need for it to be officially released.<br /><br />I can just imagine what extras I would like to see (Tim Healy's character swearing his way through one of those 'Football Bloopers' type programmes would be great!). You can imagine it now, can't you? But of course, it looks like most people will have to carry on dreaming about a DVD release.<br /><br />Surely to God there must be someone in the DVD releases department at ITV who also knows something about British culture, is web savvy and has enough about them to look at IMDb now and again? Oh, well.",positive
"Don't listen to most of these people. ill give you a better review of this movie which me and my friend love! Its about Jill Johnson, played by Camilla Belle, who babysits at the Mendrakis' house and someone breaks in. if you're wondering how he got in the house, he went through the garage most likely. so anyway, don't listen to, ""the worst acting"". it has amazing acting. with a great story. I think that there are 2 benefits that Jill has. 1. shes a fast runner and is on the track team. 2.she got out alive! lol.<br /><br />it is a cool movie and quite scary. check it out, you will be happy with this masterpiece. don't listen to the other people on the site. its very good. trust me, i am good at reviewing movies. I'm a future movie critic. i totally want to buy this movie. and you will too when you see it. it is amazingly awesome.",positive
"I saw one of the stage performances in Denver and have never been less impressed. The word ""vagina"" says it all. A body part. Nothing shocking here. I could say to my doctor, ""My left arm has been hurting a bit after tennis"" or ""My vagina hurts after cycling"" with equal or more social commentary. It could be the ""Tricep Monologues"" for all the entertainment or radical comment I heard. The monologues were dull but delivered with drama, the topics were outdated, and I was alternately bored and annoyed. Once I think I laughed but apparently it wasn't when I was supposed to. Surely this isn't really a hit. Oh, and spoilers: there was a LESBIAN! - oh, wait, maybe not, come to think of it. And Inappropriate Fondling! And a Crack Mama! That about covers it.",negative
"Sorry, but Jacqueline Hyde (get it??? - Jack L and Hyde - Jekyll & Hyde) has some of the worst acting this side of hardcore porn, not to mention a script apparently written by a first-grader with undiagnosed learning disabilities.<br /><br />Jackie Hyde inherits an old mansion by a grandfather she never knew she had. Guess who? Yes, an inventor of the special formula that slowly takes over one's body and mind - yes, that Mr. Hyde! <br /><br />Despite some nice skin scenes, this film fails to register any feeling or emotion other than uncontrollable laughter.<br /><br />As much as poor Jackie tries she just can't stay away from granddaddy's special formula and the result is an hour and half of wasted time.",negative
"After winning a championship fight, boxer John Garfield (as Johnnie Bradfield) celebrates with a drinking binge, which leads to the manslaughter of a pushy reporter. Although his manager killed the man, Mr. Garfield is blamed. When the manager dies in a car crash, wearing Garfield's stolen watch, authorities think the boxer is dead. Still a WANTED man, Garfield changes his identity to ""Jack Dorney"" and moves to an Arizona ranch. There, Garfield meets ""The Dead End Kids"": Billy Halop (as Tommy), Bobby Jordan (as Angel), Leo Gorcey (as Spit), Huntz Hall (as Dippy), Gabriel Dell (as T.B.), and Bernard Punsly (as Milt).<br /><br />Garfield bonds with the young ""Dead End"" lads, who were sent to stay with sweet ""Grandma Rafferty"" (May Robson) as an alternative to reform school, courtesy of her brother, deceased priest ""Father Rafferty"". Garfield falls in love with Halop's sister, pretty ""Peggy"" (Gloria Dickson), who is there to keep any eye on the kids. Of course, Garfield's past comes back to haunt him <br /><br />""John Garfield and The 'Dead End' Kids"" make beautiful (Max Steiner) music together, thanks to effective direction and photography, by Busby Berkeley and James Wong Howe. The story is predictably comfortable, with the Warner Brothers support team in fine form. Garfield and the ""Dead End"" kids are a winning combination; although Garfield made no further movies with the ""East Side"" gang, the studio had him re-team with both Billy Halop and Bobby Jordan, almost immediately, for ""Dust Be My Destiny"".<br /><br />The boxing scenes are nicely staged. But, the most exciting sequence has Garfield and four of the New York ""Kids"" (Halop, Jordan, Hall, and Punsly) climbing into a giant water tank for a swim - which unexpectedly puts their lives in danger. Other, more brief, highlights include floozy Ann Sheridan (as Goldie), boozy Barbara Pepper (as Budgie), and young Ronald Sinclair (as Douglas) losing at strip poker.<br /><br />******** They Made Me a Criminal (1/21/39) Busby Berkeley ~ John Garfield, Billy Halop, Bobby Jordan",positive
"Emma is a horribly flawed film based on Jane Austens classic novel. I have not read the book so I really didn't know that much about the plot, and yet I still predicted nearly the entire plot. There were also many scenes that frustrated me because of the bad writing or directing. The film is though for some reason very entertaining and I loved it. Of course there were all the scenes I disliked but the majority was well acted and funny. Gwyneth Paltrow gives one of her best performances as the heroine in Emma. The film also stars Toni Collette(Who has okay but has been much better) Ewan Mecgreger(Who has also been better but he is still very good here) Alan Cumming(Who I have never really been impressed with and is pretty much the same here) and Jeremy Northam(Who's performance is rather wooden at first look but actually fairly subtle, even if that was not what it needed) There have been much better adaptations of Jane Austen books but this one is still very entertaining and worth watching.",positive
"I am normally a Spike Lee fan. It takes some time to really get into his ""mojo"", but once you see the clear message and the ability to tell the story that is close to his heart, Lee is a genius. Unlike The 25th Hour or Bamboozled (two of my favorite films of his), there was no clear story in this film. I was able to understand the struggle between Washington and the choice to play well or be influenced by others, but for some odd reason Lee was never able to get the true feeling out. Washington did a decent job with what was handed to him, but you could tell that this was not Lee's favorite film. Not only did Lee direct this film, but he also wrote it. You could tell. The camera work was horrid and the writing only contributed to the decay of the film. This film was coming full circle and it wasn't going to be pretty. Lee was not 100% behind this film as he was with Do the Right Thing. Of all the films I have seen Lee direct, this was the brightest and more modest of his films. It was almost as if he created a Hollywood movie instead of one that was all his own. I don't know if he saw the money from Do the Right Thing and ran with it, or what  but this film did not demonstrate his true talent.<br /><br />For anyone out there that has seen this film, and perhaps stopped watching anything directed by Spike Lee afterwards due to this film, I suggest you give him a second chance. Don't get me wrong, I see exactly where you are coming from with this film and why you would want to put this behind you, but Lee does grow up. His work becomes more of his own, and you can see the transformation from a desire to make money to just wanting to make good films. It took me awhile to watch The 25th Hour, but when I did, it was sheer brilliance. Perhaps it was the actors, perhaps the story, but Lee crafted an amazing film out of one man's journey into the unknown. I guess that is what I was hoping Mo' Better Blues would turn out to be. This really dark journey into the life of a man that really never grew up, but instead all I got was Denzel being Denzel. He really is one of the most versatile actors of this generation, and I do consider him the Sydney Poitier of cinema, but this was not the film to showcase his talent.<br /><br />Another issue that I had with this film was the use of Spike's sister playing one of the love interests. I don't know about you, and your family, but I do not think that I could have filmed a sex scene with my sister. I don't care who the actor is or how much money I am getting paid, I would never do it. It is just something that I never wish to see, but apparently that is different for Spike. He went ahead and showed the full nude image of his sister without any remorse. It was sad and it even made me blush. Also, I need somebody to answer me this. What was Flavor Flav doing introducing this film? So, I am sitting there on my couch, ready to start the film, when suddenly there is a voice from the past spelling out the studio that made this film, then he acknowledges himself. That did not build for a strong remaining of the story. Again, I felt that Lee was going for money on this film instead of actual talent. Perhaps that is how he could afford both Denzel and Wesley in the same movie without any explosions.<br /><br />There were two great scenes in this film that made it worth watching through to the end. Don't get me wrong, this was a very bad movie, but there is always a diamond in every alleyway. The scene when Bleek accidentally forgets which woman he is with was mesmerizing. He continually went back and forth, weaving truth to confusion in a way that proved that Lee was actually behind the camera. It was a visionary scene that was probably lost in the shuffle due to the remaining poor scenes. The other scene that was worth watching was the way that Lee introduced and ended the film. By keeping the same pacing and direction, he was able to bring this tragic character around full circle and give him the chance to change his life. Other than these two moments, the rest of the film was pure rubbish, not worth viewing unless you are about to go blind.<br /><br />Grade: ** out of *****",negative
"Maybe it's just a personal affection for this screen version of the Mika Waltari novel, or a fondness for things Egyptian (I grew up loving to visit the mummies in Boston's Museum of Fine Arts) but I think Maltin is a tad tough on this rather good film. The production values are great regarding color and cinematography, and it appears some effort went into historical authenticity (much of it from the novel, I'm sure). Purdom is admittedly a bit stiff in the lead role, but one can accept this as part of Sinuhe's character. Victor Mature is, well, Victor Mature. Peter Ustinov is a delight to watch in this type of role, which he always did so well and so wittily. Bella Darvi's performance as Nefer is classically camp, and I find even Michael Wilding's rather dry portrayal of Akenaten to have its own appeal.<br /><br />The historical oddity of Akenaten's monotheism, a brief detour in ancient Egypt's theological history, is interesting, as is Akenaten himself, and well worth reading about; the religious wars portrayed here have a basis in fact.<br /><br />An interesting footnote regarding Darvi, whose birth name was Bayla Wegier: she was a Polish emigre who producer Darryl Zanuck and his wife Violet took under their wing (I believe they may even have adopted her). Her screen name Darvi is formed from Zannuck's and his wife's first names. She continued her acting career in France, but never achieved great success and, after a rather unhappy life, died at her own hand in 1971.<br /><br />Altogether this is an interesting film and enjoyable to watch for the visual values alone. American Movie Classics shows this occasionally in letterbox, which is essential to capturing the scope and sweep of the story.",positive
"The 60´s is a well balanced mini series between historical facts and a good plot. In four deliveries, we follow a north American family, with 3 members. But we don't only see them. We also follow the story of several characters as a black reverend, an extremist student leader, and a soldier in Vietnam. The filmography is just extraordinary. In the first chapters, we see some shots of the Vietnam war, in between the scenes. The next chapter, doesn't start where the last one finished, it starts some time after, giving us a little mystery on what happened. In general, The 60´s mini series, is a must see, not only for hippies fanatics, but for everyone with little curiosity about the topic.",positive
"It was very refreshing to watch this beautiful movie. The director maintained focus on the main subject without venturing into side plots (the doctor's family or stories of the other hospital patients), that are so typical of Bollywood assembly-line products. He kept the narrative simple to comprehend and made sure all the actors are true to the characters that they are supposed to portray. The rustic ways of the grandfather in the clinic, the cold and unemotional behavior of the surgeon, the zeal of the social worker gave the movie a feel of genuineness. I am also glad that the director did not fall for the temptation of adding songs or special effects and reduce it to the level of Anand or Safar. A couple of scenes toward the end of the movie, such as the boy visiting other blind children and a blind worker's workplace and also the final scene where the boy claps at the sound of splashing and birds chirping are sure make your eyes misty.<br /><br />Many Bollywood players do not realize that Oscar committee members value simplicity of the subject and genuineness and brevity of the movie more than the glitz and glamor. Shwaas is certainly a better nomination than Lagaan, which dealt with a subject that has already been beaten to death. No MPAA member is willingly going to suffer through 4 hours of jingoistic drama and a lot of song and dance.<br /><br />I look forward to more movies from director Sandeep Sawant in the future.",positive
